OriginalAddress1,PermitNum,PermitClass,PermitClassMapped,PermitTypeDesc,Description,HousingUnits,HousingUnitsRemoved,HousingUnitsAdded,AppliedDate,EstProjectCost,IssuedDate,ExpiresDate,StatusCurrent,OriginalCity,OriginalState,OriginalZip,ContractorCompanyName,Link,Latitude,Longitude,Location1
5252 23RD AVE SW,6826752-CN,Single Family/Duplex,Residential,New,"Construct SFR 6, per plans (Establish use as and construct seven single-family residences, per plans. Reviews and processing for 7 CN's under 6633078)",,,,07/11/2022 12:00:00 AM,406829,07/26/2023 12:00:00 AM,01/26/2025 12:00:00 AM,Issued,SEATTLE,WA,98106,JDR DEVELOPMENT INC,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6826752-CN,47.55404223,-122.36113731,"(47.55404223, -122.36113731)"
5254 23RD AVE SW,6826753-CN,Single Family/Duplex,Residential,New,"Construct SFR 7, per plans (Establish use as and construct seven single-family residences, per plans. Reviews and processing for 7 CN's under 6633078)",,,,07/11/2022 12:00:00 AM,398743,07/26/2023 12:00:00 AM,01/26/2025 12:00:00 AM,Issued,SEATTLE,WA,98106,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6826753-CN,47.55389931,-122.36113593,"(47.55389931, -122.36113593)"
6551 48TH AVE NE,6876336-CN,Single Family/Duplex,Residential,New,"Establish use as single family residence with (1) AADU and Construct two-family dwelling, per plan",0,0,2,07/11/2022 12:00:00 AM,621029,05/09/2023 12:00:00 AM,11/09/2024 12:00:00 AM,Issued,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6876336-CN,47.67730463,-122.27727624,"(47.67730463, -122.27727624)"
117 22ND AVE,6903330-CN,Single Family/Duplex,Residential,New,"Construct East duplex, occupy per plan. (Establish use as townhouse and construct 2 two-family dwellings, per plan. Review and process for 2 records under 6903330-CN).",0,0,2,07/11/2022 12:00:00 AM,503431,12/01/2022 12:00:00 AM,06/01/2024 12:00:00 AM,Issued,SEATTLE,WA,98122,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6903330-CN,47.60222262,-122.30398052,"(47.60222262, -122.30398052)"
115 22ND AVE,6910202-CN,Single Family/Duplex,Residential,New,"Construct West duplex, occupy per plan. (Establish use as townhouse and construct 2 two-family dwellings, per plan. Review and process for 2 records under 6903330-CN).",0,0,2,07/11/2022 12:00:00 AM,503431,12/01/2022 12:00:00 AM,06/01/2024 12:00:00 AM,Issued,SEATTLE,WA,98122,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6910202-CN,47.60222467,-122.30425591,"(47.60222467, -122.30425591)"
1064 E REPUBLICAN ST,6910206-CN,Multifamily,Residential,New,"Construct West multifamily building, occupy per plan. (Construct two new multifamily building per plan / Reviews and processing for 2 C/N's under 6890560-CN)",0,0,3,07/11/2022 12:00:00 AM,954186,03/13/2023 12:00:00 AM,09/13/2024 12:00:00 AM,Issued,SEATTLE,WA,98102,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6910206-CN,47.62329884,-122.31828035,"(47.62329884, -122.31828035)"
9751 RAINIER AVE S,6905954-CN,Vacant Land,Non-Residential,New,"Construct west portion of retaining wall, per plan. (Construct a retaining wall adjacent a right of way. Review and process for 2 records under 6905954-CN)",0,0,0,07/09/2022 12:00:00 AM,180000,09/08/2022 12:00:00 AM,03/08/2024 12:00:00 AM,Issued,SEATTLE,WA,98118,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6905954-CN,47.51520572,-122.25339345,"(47.51520572, -122.25339345)"
2825 NW 57TH ST,6899852-CN,Single Family/Duplex,Residential,New,"Construct new two family dwelling, per plan (Establish use as single family residence  with attached and detached accessory dwelling units (AADU) and DADU and construct (1) two family dwelling and (1) one family dwelling, review and process for 2 CN's under 6899852-CN)",0,0,2,07/08/2022 12:00:00 AM,585650,11/08/2022 12:00:00 AM,05/08/2024 12:00:00 AM,Issued,SEATTLE,WA,98107,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6899852-CN,47.67000601,-122.39403308,"(47.67000601, -122.39403308)"
3016 E HOWELL ST,6891928-CN,Single Family/Duplex,Residential,New,"Construct two-family dwelling (Establish use as single-family residence (w/ attached accessory dwelling unit (AADU) & detached accessory dwelling unit (DADU), and construct (1) two-family dwelling & (1) one-family dwelling, per plan.  Review & process for (2) records under 6891928-CN).",1,1,2,07/08/2022 12:00:00 AM,445955,06/07/2023 12:00:00 AM,12/07/2024 12:00:00 AM,Issued,SEATTLE,WA,98122,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6891928-CN,47.61778984,-122.29264595,"(47.61778984, -122.29264595)"
9759 RAINIER AVE S,6909145-CN,Vacant Land,Non-Residential,New,"Construct east portion of retaining wall, per plan. (Construct a retaining wall adjacent a right of way. Review and process for 2 records under 6905954-CN)",,,,07/08/2022 12:00:00 AM,180000,09/08/2022 12:00:00 AM,03/08/2024 12:00:00 AM,Issued,SEATTLE,WA,98118,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6909145-CN,47.51500951,-122.25311297,"(47.51500951, -122.25311297)"
3014 E HOWELL ST,6908803-CN,Single Family/Duplex,Residential,New,"Construct one-family dwelling. (Establish use as single-family residence (w/ attached accessory dwelling unit (AADU) & detached accessory dwelling unit (DADU), and construct (1) two-family dwelling & (1) one-family dwelling, per plan.  Review & process for (2) records under 6891928-CN)",0,0,1,07/08/2022 12:00:00 AM,248363,06/07/2023 12:00:00 AM,12/07/2024 12:00:00 AM,Issued,SEATTLE,WA,98122,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6908803-CN,47.61778728,-122.29287112,"(47.61778728, -122.29287112)"
3516 S CHICAGO ST,6849930-CN,Single Family/Duplex,Residential,New,"Establish use as single family residence and construct two family dwelling, per plan.",1,1,2,07/08/2022 12:00:00 AM,535193,04/30/2023 12:00:00 AM,10/30/2024 12:00:00 AM,Issued,SEATTLE,WA,98118,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6849930-CN,47.53252522,-122.28735904,"(47.53252522, -122.28735904)"
8851 30TH AVE SW,6883896-CN,Single Family/Duplex,Residential,New,"Construct two family dwelling, per plans.  (Establish use as single family residence with attached and detached accessory dwelling units, construct two-family dwelling and establish existing one-family dwelling as a detached accessory dwelling unit.  Reviews and processing for two construction records under 6883896)",1,1,2,07/07/2022 12:00:00 AM,567573,11/10/2022 12:00:00 AM,05/10/2024 12:00:00 AM,Issued,SEATTLE,WA,98126,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6883896-CN,47.5231915,-122.37158501,"(47.5231915, -122.37158501)"
8851 30TH AVE SW,6909531-CN,Single Family/Duplex,Residential,New,"Establish existing single family residence as a detached accessory dwelling unit, per plans.  (Establish use as single family residence with attached and detached accessory dwelling units, construct two-family dwelling and establish existing one-family dwelling as a detached accessory dwelling unit.  Reviews and processing for two construction records under 6883896)",0,0,1,07/06/2022 12:00:00 AM,600000,11/10/2022 12:00:00 AM,05/10/2024 12:00:00 AM,Issued,SEATTLE,WA,98126,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6909531-CN,47.5231915,-122.37158501,"(47.5231915, -122.37158501)"
311 NW 100th ST,6908876-CN,Single Family/Duplex,Residential,New,"Construct new East one-family dwelling, per plan.  (Establish use as single family residence with detached accessory dwelling unit (DADU) and construct 2 new one-family dwellings, per plan.  Review and process for two CN records under 6853365-CN)",0,0,1,07/06/2022 12:00:00 AM,165253,04/11/2023 12:00:00 AM,10/11/2024 12:00:00 AM,Issued,,,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6908876-CN,47.70141404,-122.36121439,"(47.70141404, -122.36121439)"
313 NW 100TH ST,6853365-CN,Single Family/Duplex,Residential,New,"Construct new West one-family dwelling, per plan.  (Establish use as single family residence with detached accessory dwelling unit (DADU) and construct 2 new one-family dwellings, per plan.  Review and process for two CN records under 6853365-CN)",0,0,1,07/06/2022 12:00:00 AM,383858,04/11/2023 12:00:00 AM,10/11/2024 12:00:00 AM,Issued,,WA,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6853365-CN,47.70141634,-122.3613246,"(47.70141634, -122.3613246)"
1705 S WALKER ST,6887776-CN,Single Family/Duplex,Residential,New,"Construct middle detached accessory dwelling unit (DADU), per plan.  (Establish use as (3) single-family residences with (3) DADUs and Construct (6) one-family dwellings, per plan / Review and process for (6) CN records under 6865132-CN)",0,0,1,07/01/2022 12:00:00 AM,128100,07/01/2022 12:00:00 AM,07/01/2025 12:00:00 AM,Issued,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6887776-CN,47.58351245,-122.31042606,"(47.58351245, -122.31042606)"
1707 S WALKER ST,6887777-CN,Single Family/Duplex,Residential,New,"Construct east detached accessory dwelling unit (DADU), per plan.  (Establish use as (3) single-family residences with (3) DADUs and Construct (6) one-family dwellings, per plan / Review and process for (6) CN records under 6865132-CN)",0,0,1,07/01/2022 12:00:00 AM,133400,07/01/2022 12:00:00 AM,07/01/2025 12:00:00 AM,Issued,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6887777-CN,47.58350697,-122.31027856,"(47.58350697, -122.31027856)"
1735 NE 89TH ST,6889926-CN,Single Family/Duplex,Residential,New,"Construct two-family dwelling (Establish use as single-family residence (w/ attached accessory dwelling unit (AADU); convert existing single-family residence to detached accessory dwelling unit (DADU)), and construct (1) two-family dwelling & alterations to existing one-family dwelling, per plan.  Review & process for (2) records under 6889926-CN)",1,0,2,06/30/2022 12:00:00 AM,400208,11/14/2022 12:00:00 AM,05/14/2024 12:00:00 AM,Issued,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6889926-CN,47.69269538,-122.30810479,"(47.69269538, -122.30810479)"
2815 E DENNY WAY,6890458-CN,Single Family/Duplex,Residential,New,"Construct the single-family dwelling and AADU, per plan. (Establish use as single family residence and construct a single-family dwelling with attached accessory dwelling unit (AADU) and detached accessory dwelling unit (DADU). Review and process for 2 records under 6890458-CN)",1,1,2,06/30/2022 12:00:00 AM,261892,05/11/2023 12:00:00 AM,11/11/2024 12:00:00 AM,Issued,SEATTLE,WA,98122,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6890458-CN,47.61872448,-122.29531334,"(47.61872448, -122.29531334)"
1733 NE 89TH ST,6908805-CN,Single Family/Duplex,Residential,New,"Construct alterations to existing one-family dwelling (Establish use as single-family residence (w/ attached accessory dwelling unit (AADU); convert existing single-family residence to detached accessory dwelling unit (DADU)), and construct (1) two-family dwelling & alterations to existing one-family dwelling, per plan.  Review & process for (2) records under 6889926-CN)",0,0,1,06/30/2022 12:00:00 AM,1,11/14/2022 12:00:00 AM,05/14/2024 12:00:00 AM,Issued,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6908805-CN,47.69287865,-122.30810769,"(47.69287865, -122.30810769)"
3448 37TH AVE SW,6908877-CN,Single Family/Duplex,Residential,New,"Construct new one-family dwelling, per plan.  (Establish use as single family residence with attached and detached accessory dwelling units (AADU & DADU) and construct one and two family dwellings, per plan.  Review and process for two CN records under 6879104-CN)",0,0,1,06/30/2022 12:00:00 AM,126442,09/21/2023 12:00:00 AM,03/21/2025 12:00:00 AM,Issued,SEATTLE,WA,98126,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6908877-CN,47.57160925,-122.37773913,"(47.57160925, -122.37773913)"
3450 37TH AVE SW,6879104-CN,Single Family/Duplex,Residential,New,"Construct new two-family dwelling, per plan.  (Establish use as single family residence with attached and detached accessory dwelling units (AADU & DADU) and construct one and two family dwellings, per plan.  Review and process for two CN records under 6879104-CN)",0,0,2,06/30/2022 12:00:00 AM,645272,09/21/2023 12:00:00 AM,03/21/2025 12:00:00 AM,Issued,SEATTLE,WA,98126,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6879104-CN,47.5716143,-122.37789832,"(47.5716143, -122.37789832)"
1703 S WALKER ST,6887769-CN,Single Family/Duplex,Residential,New,"Construct middle single-family dwelling, per plan.  (Establish use as (3) single-family residences with (3) DADUs and Construct (6) one-family dwellings, per plan / Review and process for (6) CN records under 6865132-CN)",0,0,1,06/30/2022 12:00:00 AM,128100,06/30/2022 12:00:00 AM,06/30/2025 12:00:00 AM,Issued,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6887769-CN,47.58356456,-122.31042915,"(47.58356456, -122.31042915)"
3124 LAKEWOOD AVE S,6823391-CN,Single Family/Duplex,Residential,New,"Construct detached, open-sided canopy structure accessory to single-family residence, per plan.",1,0,0,06/29/2022 12:00:00 AM,7500,11/20/2023 12:00:00 AM,05/20/2025 12:00:00 AM,Issued,SEATTLE,WA,98144,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6823391-CN,47.57595742,-122.28316548,"(47.57595742, -122.28316548)"
7031 25TH AVE NW,6908130-CN,Single Family/Duplex,Residential,New,"Construct new DADU, per plan. (Establish use as single family residence with (1) AADU and (1) DADU and Construct one- and two-family dwellings, per plan / Review and process for two CN records under 6887613)",0,0,1,06/29/2022 12:00:00 AM,163913,11/04/2022 12:00:00 AM,05/04/2024 12:00:00 AM,Issued,SEATTLE,WA,98117,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6908130-CN,47.68033059,-122.38913474,"(47.68033059, -122.38913474)"
7029 25TH AVE NW,6887613-CN,Single Family/Duplex,Residential,New,"Construct two-family dwelling, per plan. (Establish use as single family residence with (1) AADU and (1) DADU and construct one- and two-family dwellings, per plan / Review and process for two CN records under 6887613)",1,1,2,06/28/2022 12:00:00 AM,460180,11/04/2022 12:00:00 AM,05/04/2024 12:00:00 AM,Issued,SEATTLE,WA,98117,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6887613-CN,47.68033073,-122.38901519,"(47.68033073, -122.38901519)"
1238 NE 69TH ST,6879367-CN,Multifamily,Residential,New,"Construct Western SFR, per plan [Establish use as single family residences (SFR) and townhome (TH) and construct West SFR, Ease SFR and North TH; review and process for 3 records under 6879367-CN].",0,0,1,06/27/2022 12:00:00 AM,292280,03/20/2023 12:00:00 AM,09/20/2024 12:00:00 AM,Issued,,WA,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6879367-CN,47.67893739,-122.31405242,"(47.67893739, -122.31405242)"
1242 NE 69TH ST,6907906-CN,Multifamily,Residential,New,"Construct Eastern SFR, per plan [Establish use as single family residences (SFR) and townhome (TH) and construct West SFR, Ease SFR and North TH; review and process for 3 records under 6879367-CN].",0,0,1,06/27/2022 12:00:00 AM,310438,03/22/2023 12:00:00 AM,09/22/2024 12:00:00 AM,Issued,SEATTLE,WA,98115,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6907906-CN,47.6789406,-122.31391513,"(47.6789406, -122.31391513)"
1240 NE 69TH ST,6907908-CN,Multifamily,Residential,New,"Construct North TH, per plan [Establish use as single family residences (SFR) and townhome (TH) and construct West SFR, Ease SFR and North TH; review and process for 3 records under 6879367-CN ]6907908-CN associated Electrical Permit 6983700-EL; 6879367-CN associated Electrical Permit 6981834-EL.",0,0,3,06/27/2022 12:00:00 AM,802492,04/11/2023 12:00:00 AM,10/11/2024 12:00:00 AM,Issued,,WA,,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6907908-CN,47.67899604,-122.31397248,"(47.67899604, -122.31397248)"
9228 INTERLAKE AVE N,6907707-CN,Single Family/Duplex,Residential,New,"Construct east two-family dwelling, per plan. (Establish use as (1) Rowhouse and (1) Townhouse and Construct (2) two-family dwellings, per plan / Review and process for two CN records under 6891455)",0,0,2,06/27/2022 12:00:00 AM,584051,03/29/2023 12:00:00 AM,09/29/2024 12:00:00 AM,Issued,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6907707-CN,47.69683003,-122.34040075,"(47.69683003, -122.34040075)"
9226 INTERLAKE AVE N,6891455-CN,Single Family/Duplex,Residential,New,"Construct west two-family dwelling, per plan. (Establish use as (1) Rowhouse and (1) Townhouse and Construct (2) two-family dwellings, per plan / Review and process for two CN records under 6891455).",0,0,2,06/27/2022 12:00:00 AM,560166,03/29/2023 12:00:00 AM,09/29/2024 12:00:00 AM,Issued,SEATTLE,WA,98103,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6891455-CN,47.69684188,-122.34051972,"(47.69684188, -122.34051972)"
4010 SW GRAHAM ST,6898138-CN,Multifamily,Residential,New,"Establish use as townhouses and construction 4 unit townhouse, per plan.",1,0,4,06/27/2022 12:00:00 AM,869903,03/01/2023 12:00:00 AM,09/01/2024 12:00:00 AM,Issued,SEATTLE,WA,98136,,https://cosaccela.seattle.gov/portal/customize/LinkToRecord.aspx?altId=6898138-CN,47.54679208,-122.38399251,"(47.54679208, -122.38399251)"
